DATA_VENCIMENTO;CONCATENATION;SIGLA;VALOR;VALOR_PAGO
10.03.2021 00:00;IAGO PE EMPRESA - SA;TX - INST. REN.;405,310;
10.03.2021 00:00;AULO HE EMPRESA - SA;TX - INST. REN.;983,610;
10.03.2021 00:00;ASEAL A EMPRESA - SA;TX - INST. REN.;393,440;
10.03.2021 00:00;ASEAL A EMPRESA - SA;TX - INST. REN.;393,440;
10.03.2021 00:00;ASEAL A EMPRESA - SA;TX - INST. REN.;393,440;
10.03.2021 00:00; L DE M EMPRESA - SA;TX - INST. REN.;386,160;386,160
10.03.2021 00:00;ARCELO  EMPRESA - SA;TX - INST. REN.;403,940;
10.03.2021 00:00;OBERTO  EMPRESA - SA;TX - INST. REN.;448,210;
20.01.2021 00:00;RAFICA  EMPRESA - SA;ISS PROPRIO;15,500;
10.03.2021 00:00;RAFICA  EMPRESA - SA;TX - INST. REN.;291,680;291,680
20.02.2021 00:00;RAFICA  EMPRESA - SA;ISS PROPRIO;97,000;
20.03.2021 00:00;RAFICA  EMPRESA - SA;ISS PROPRIO;52,000;
20.04.2021 00:00;RAFICA  EMPRESA - SA;ISS PROPRIO;86,750;
20.05.2021 00:00;RAFICA  EMPRESA - SA;ISS PROPRIO;98,250;
20.06.2021 00:00;RAFICA  EMPRESA - SA;ISS PROPRIO;102,500;
20.07.2021 00:00;RAFICA  EMPRESA - SA;ISS PROPRIO;76,250;
20.08.2021 00:00;RAFICA  EMPRESA - SA;ISS PROPRIO;54,000;
20.09.2021 00:00;RAFICA  EMPRESA - SA;ISS PROPRIO;210,250;
10.03.2021 00:00;ONSTRUT EMPRESA - SA;TX - INST. REN.;381,930;
10.03.2021 00:00;ANIEZE, EMPRESA - SA;TX - INST. REN.;527,960;527,960
10.03.2021 00:00;OUZA &  EMPRESA - SA;TX - INST. REN.;495,960;
10.03.2021 00:00;DALTO D EMPRESA - SA;TX - INST. REN.;545,310;
10.03.2021 00:00;ATIMA M EMPRESA - SA;TX - INST. REN.;1.281,690;
20.01.2021 00:00;ABIO PI EMPRESA - SA;ISS - NF AVULSA;96,720;96,720
20.02.2021 00:00;ABIO PI EMPRESA - SA;ISS - NF AVULSA;101,720;101,720
10.03.2021 00:00;ALTER G EMPRESA - SA;TX - INST. REN.;270,290;
10.03.2021 00:00;RASIL T EMPRESA - SA;TX. LOCALIZ.;830,600;
20.05.2021 00:00;ELEMONT EMPRESA - SA;ISSQN;359,080;359,080
20.01.2021 00:00;ANTANAL EMPRESA - SA;ISS - RETIDO;5.792,960;5.792,960
20.02.2021 00:00;ANTANAL EMPRESA - SA;ISS - RETIDO;2.117,960;2.117,960
20.03.2021 00:00;ANTANAL EMPRESA - SA;ISS - RETIDO;2.327,830;2.327,830
20.04.2021 00:00;ANTANAL EMPRESA - SA;ISS - RETIDO;6.163,030;6.163,030
10.03.2021 00:00;RI LOCA EMPRESA - SA;TX - INST. REN.;368,850;
10.03.2021 00:00;DSON PE EMPRESA - SA;TX - INST. REN.;224,940;
10.03.2021 00:00;ROMA IN EMPRESA - SA;TX - INST. REN.;368,850;
10.03.2021 00:00;UNES &  EMPRESA - SA;TX - INST. REN.;873,090;
20.08.2021 00:00;ABIO SA EMPRESA - SA;ISS - NF AVULSA;758,910;758,910
10.03.2021 00:00;ENEDITO EMPRESA - SA;TX - INST. REN.;279,560;
10.03.2021 00:00;EANNE A EMPRESA - SA;TX - INST. REN.;271,770;
10.03.2021 00:00;IG FORT EMPRESA - SA;TX - INST. REN.;1.426,600;1.426,600
10.03.2021 00:00;DIMAR M EMPRESA - SA;TX - INST. REN.;302,950;302,950
15.07.2021 00:00;.R.R. F EMPRESA - SA;TX. LOCALIZ.;388,000;388,000
10.03.2021 00:00;DESIO R EMPRESA - SA;TX - INST. REN.;135,880;
10.03.2021 00:00;GROPECU EMPRESA - SA;TX - INST. REN.;789,350;789,350
20.01.2021 00:00;AZIN IN EMPRESA - SA;ISS - RETIDO;812,950;812,950
10.03.2021 00:00;AZIN IN EMPRESA - SA;TX - INST. REN.;3.144,270;3.144,270
20.02.2021 00:00;AZIN IN EMPRESA - SA;ISS - RETIDO;484,740;484,740
20.03.2021 00:00;AZIN IN EMPRESA - SA;ISS - RETIDO;493,730;493,730
20.04.2021 00:00;AZIN IN EMPRESA - SA;ISS - RETIDO;522,400;522,400
20.05.2021 00:00;AZIN IN EMPRESA - SA;ISS - RETIDO;478,940;478,940
20.06.2021 00:00;AZIN IN EMPRESA - SA;ISS - RETIDO;698,260;698,260
20.07.2021 00:00;AZIN IN EMPRESA - SA;ISS - RETIDO;661,390;661,390
20.08.2021 00:00;AZIN IN EMPRESA - SA;ISS - RETIDO;669,460;669,460
20.09.2021 00:00;AZIN IN EMPRESA - SA;ISS - RETIDO;592,590;592,590
10.03.2021 00:00;NGELA B EMPRESA - SA;TX - INST. REN.;207,580;
10.03.2021 00:00;.A.PLAN EMPRESA - SA;TX - INST. REN.;423,960;423,960
10.03.2021 00:00;ULIANA  EMPRESA - SA;TX - INST. REN.;332,640;
10.03.2021 00:00;C - AGE EMPRESA - SA;TX - INST. REN.;208,700;208,700
10.03.2021 00:00;OSMO RE EMPRESA - SA;TX - INST. REN.;258,200;258,200
20.08.2021 00:00;REFEITU EMPRESA - SA;ISS RET RCX PÚBLICO;50,310;50,310
20.09.2021 00:00;REFEITU EMPRESA - SA;ISS RET RCX PÚBLICO;21,870;21,870
20.09.2021 00:00;REFEITU EMPRESA - SA;ISS RET RCX PÚBLICO;62,310;62,310
20.09.2021 00:00;REFEITU EMPRESA - SA;ISS RET RCX PÚBLICO;88,950;88,950
20.09.2021 00:00;REFEITU EMPRESA - SA;ISS RET RCX PÚBLICO;10,830;10,830
20.09.2021 00:00;REFEITU EMPRESA - SA;ISS RET RCX PÚBLICO;14,470;14,470
20.09.2021 00:00;REFEITU EMPRESA - SA;ISS RET RCX PÚBLICO;50,310;50,310
10.03.2021 00:00;ARTOLOM EMPRESA - SA;TX - INST. REN.;253,620;
10.03.2021 00:00;LOI JOS EMPRESA - SA;TX - INST. REN.;204,940;
10.03.2021 00:00;ATIUSSO EMPRESA - SA;TX - INST. REN.;327,870;327,870
27.05.2021 00:00;ATIUSSO EMPRESA - SA;TAXA ALVARÁ SANITÁRI;201,900;201,900
20.05.2021 00:00;ILSON H EMPRESA - SA;ISS - NF AVULSA;40,000;40,000
10.03.2021 00:00;.B OLIV EMPRESA - SA;TX - INST. REN.;341,570;
20.01.2021 00:00;EANDRO  EMPRESA - SA;ISS - NF AVULSA;50,620;50,620
10.03.2021 00:00;OVEIS R EMPRESA - SA;TX - INST. REN.;1.257,710;
10.03.2021 00:00;ANTANA  EMPRESA - SA;TX - INST. REN.;524,590;
20.01.2021 00:00;ECANICA EMPRESA - SA;ISS PROPRIO;69,550;
10.03.2021 00:00;ECANICA EMPRESA - SA;TX - INST. REN.;1.397,820;
20.02.2021 00:00;ECANICA EMPRESA - SA;ISS PROPRIO;34,000;
20.01.2021 00:00;RADARIA EMPRESA - SA;ISS - RETIDO;577,790;577,790
10.03.2021 00:00;RADARIA EMPRESA - SA;TX - INST. REN.;540,620;540,620
20.02.2021 00:00;RADARIA EMPRESA - SA;ISS - RETIDO;584,920;584,920
20.03.2021 00:00;RADARIA EMPRESA - SA;ISS - RETIDO;495,360;495,360
20.04.2021 00:00;RADARIA EMPRESA - SA;ISS - RETIDO;538,110;538,110
20.05.2021 00:00;RADARIA EMPRESA - SA;ISS - RETIDO;1.105,730;1.105,730
20.06.2021 00:00;RADARIA EMPRESA - SA;ISS - RETIDO;4.412,860;4.412,860
20.07.2021 00:00;RADARIA EMPRESA - SA;ISS - RETIDO;745,070;745,070
20.08.2021 00:00;RADARIA EMPRESA - SA;ISS - RETIDO;772,950;772,950
20.09.2021 00:00;RADARIA EMPRESA - SA;ISS - RETIDO;847,820;
10.03.2021 00:00;ALDERI  EMPRESA - SA;TX - INST. REN.;319,050;319,050
10.03.2021 00:00;EC FAZ  EMPRESA - SA;TX - INST. REN.;240,980;240,980
20.01.2021 00:00;SW AGRO EMPRESA - SA;ISS - RETIDO;1.412,180;1.412,180
10.03.2021 00:00;SW AGRO EMPRESA - SA;TX - INST. REN.;3.278,700;
20.02.2021 00:00;SW AGRO EMPRESA - SA;ISS - RETIDO;1.191,790;1.191,790
20.03.2021 00:00;SW AGRO EMPRESA - SA;ISS - RETIDO;3.861,280;3.861,280
20.03.2021 00:00;SW AGRO EMPRESA - SA;ISS - RETIDO;15,000;15,000
20.04.2021 00:00;SW AGRO EMPRESA - SA;ISS - RETIDO;21.426,330;21.426,330
20.05.2021 00:00;SW AGRO EMPRESA - SA;ISS - RETIDO;1.811,930;1.811,930
20.06.2021 00:00;SW AGRO EMPRESA - SA;ISS - RETIDO;11.273,880;11.273,880
20.07.2021 00:00;SW AGRO EMPRESA - SA;ISS - RETIDO;1.887,970;1.887,970
20.08.2021 00:00;SW AGRO EMPRESA - SA;ISS - RETIDO;12.848,660;12.848,660
10.03.2021 00:00;ECANICA EMPRESA - SA;TX - INST. REN.;695,700;
10.03.2021 00:00;ERMINAR EMPRESA - SA;TX - INST. REN.;546,450;546,450
10.03.2021 00:00;OAO COR EMPRESA - SA;TX - INST. REN.;454,430;454,430
10.02.2021 00:00;OAO COR EMPRESA - SA;PARCTO;290,830;290,830
10.03.2021 00:00;OAO COR EMPRESA - SA;PARCTO;290,830;290,830
10.04.2021 00:00;OAO COR EMPRESA - SA;PARCTO;290,830;290,830
10.05.2021 00:00;OAO COR EMPRESA - SA;PARCTO;290,830;290,830
26.02.2021 00:00;OAO COR EMPRESA - SA;TAXA ALVARÁ SANITÁRI;264,310;264,310
20.01.2021 00:00;RIBUNAL EMPRESA - SA;ISS - RETIDO;16,820;16,820
20.01.2021 00:00;RIBUNAL EMPRESA - SA;ISS - RETIDO;658,090;658,090
20.02.2021 00:00;RIBUNAL EMPRESA - SA;ISS - RETIDO;16,820;16,820
20.02.2021 00:00;RIBUNAL EMPRESA - SA;ISS - RETIDO;658,090;658,090
20.03.2021 00:00;RIBUNAL EMPRESA - SA;ISS - RETIDO;16,820;16,820
20.03.2021 00:00;RIBUNAL EMPRESA - SA;ISS - RETIDO;658,090;658,090
20.04.2021 00:00;RIBUNAL EMPRESA - SA;ISS - RETIDO;16,820;16,820
20.04.2021 00:00;RIBUNAL EMPRESA - SA;ISS - RETIDO;658,090;658,090
20.04.2021 00:00;RIBUNAL EMPRESA - SA;ISS - RETIDO;9,460;9,460
20.05.2021 00:00;RIBUNAL EMPRESA - SA;ISS - RETIDO;729,840;729,840
20.05.2021 00:00;RIBUNAL EMPRESA - SA;ISS - RETIDO;16,820;16,820
20.05.2021 00:00;RIBUNAL EMPRESA - SA;ISS - RETIDO;18,920;18,920
20.05.2021 00:00;RIBUNAL EMPRESA - SA;ISS - RETIDO;18,920;18,920
20.06.2021 00:00;RIBUNAL EMPRESA - SA;ISS - RETIDO;15,800;15,800
20.06.2021 00:00;RIBUNAL EMPRESA - SA;ISS - RETIDO;17,770;17,770
20.06.2021 00:00;RIBUNAL EMPRESA - SA;ISS - RETIDO;682,010;682,010
20.06.2021 00:00;RIBUNAL EMPRESA - SA;ISS - RETIDO;48,190;48,190
20.07.2021 00:00;RIBUNAL EMPRESA - SA;ISS - RETIDO;15,800;15,800
20.07.2021 00:00;RIBUNAL EMPRESA - SA;ISS - RETIDO;17,770;17,770
20.07.2021 00:00;RIBUNAL EMPRESA - SA;ISS - RETIDO;682,010;682,010
20.08.2021 00:00;RIBUNAL EMPRESA - SA;ISS - RETIDO;15,800;15,800
20.08.2021 00:00;RIBUNAL EMPRESA - SA;ISS - RETIDO;17,770;17,770
20.08.2021 00:00;RIBUNAL EMPRESA - SA;ISS - RETIDO;682,010;682,010
20.09.2021 00:00;RIBUNAL EMPRESA - SA;ISS - RETIDO;16,590;16,590
20.09.2021 00:00;RIBUNAL EMPRESA - SA;ISS - RETIDO;18,650;18,650
20.09.2021 00:00;RIBUNAL EMPRESA - SA;ISS - RETIDO;688,720;688,720
10.03.2021 00:00;.E.T. - EMPRESA - SA;TX - INST. REN.;489,180;489,180
10.03.2021 00:00; L DE P EMPRESA - SA;TX - INST. REN.;368,850;368,850
10.03.2021 00:00;IATUR T EMPRESA - SA;TX. INST.REN. FIXO;4,370;
10.03.2021 00:00; G MAGA EMPRESA - SA;TX - INST. REN.;943,690;
10.03.2021 00:00; G P FL EMPRESA - SA;TX - INST. REN.;328,020;
10.03.2021 00:00;LINICA  EMPRESA - SA;TX - INST. REN.;194,790;194,790
20.03.2021 00:00;LINICA  EMPRESA - SA;ISS - NF AVULSA;1.129,190;
20.03.2021 00:00;LINICA  EMPRESA - SA;ISS - NF AVULSA;1.542,500;
20.03.2021 00:00;LINICA  EMPRESA - SA;ISS - NF AVULSA;172,040;
20.04.2021 00:00;LINICA  EMPRESA - SA;ISS - NF AVULSA;189,240;189,240
20.04.2021 00:00;LINICA  EMPRESA - SA;ISS - NF AVULSA;703,870;703,870
20.04.2021 00:00;LINICA  EMPRESA - SA;ISS - NF AVULSA;1.428,110;1.428,110
18.07.2021 00:00;LINICA  EMPRESA - SA;TAXA ALVARÁ SANITÁRI;133,710;133,710
10.03.2021 00:00;ANIEL A EMPRESA - SA;TX - INST. REN.;499,560;
10.03.2021 00:00;M2 TRAN EMPRESA - SA;TX - INST. REN.;540,260;540,260
10.03.2021 00:00;OAO CAR EMPRESA - SA;TX - INST. CARV.;1.639,350;1.639,350
10.03.2021 00:00;ERPAN T EMPRESA - SA;TX - INST. REN.;540,260;540,260
10.03.2021 00:00;TICA CO EMPRESA - SA;TX - INST. REN.;670,200;670,200
10.03.2021 00:00;ACKSON  EMPRESA - SA;TX - INST. REN.;401,190;401,190
10.03.2021 00:00;EILO PE EMPRESA - SA;TX - INST. REN.;326,120;
10.03.2021 00:00;IVIANI  EMPRESA - SA;TX - INST. REN.;321,250;
10.03.2021 00:00;ERCADO  EMPRESA - SA;TX - INST. REN.;426,960;
10.03.2021 00:00;LANETA  EMPRESA - SA;TX - INST. REN.;214,740;214,740
10.03.2021 00:00;IVRE- L EMPRESA - SA;TX - INST. REN.;655,740;655,740
10.03.2021 00:00; A MORA EMPRESA - SA;TX - INST. REN.;540,260;540,260
20.08.2021 00:00;AICO AN EMPRESA - SA;ISS - NF AVULSA;23,800;23,800
20.08.2021 00:00;AICO AN EMPRESA - SA;ISS - NF AVULSA;23,800;23,800
10.03.2021 00:00;OSE VAG EMPRESA - SA;TX - INST. REN.;294,870;
10.03.2021 00:00;OREIRA  EMPRESA - SA;TX - INST. REN.;582,520;582,520
10.03.2021 00:00;ORGE VE EMPRESA - SA;TX - INST. REN.;355,360;
20.02.2021 00:00;ILSON A EMPRESA - SA;ISS - NF AVULSA;1.500,000;
20.08.2021 00:00;ILVA AP EMPRESA - SA;TX - INST. REN.;193,810;193,810
10.03.2021 00:00;RLEUS L EMPRESA - SA;TX - INST. REN.;297,190;
10.03.2021 00:00;NTONIO  EMPRESA - SA;TX. INST.REN. FIXO;364,300;364,300
10.03.2021 00:00;ARJOTTO EMPRESA - SA;TX - INST. REN.;199,510;
10.03.2021 00:00;OSE LOM EMPRESA - SA;TX - INST. REN.;549,100;
10.03.2021 00:00;ANIFICA EMPRESA - SA;TX - INST. REN.;332,170;
10.03.2021 00:00;ICARDO  EMPRESA - SA;TX - INST. REN.;153,010;153,010
10.03.2021 00:00;ICARDO  EMPRESA - SA;TX - INST. REN.;153,010;153,010
10.03.2021 00:00;ELEN CO EMPRESA - SA;TX - INST. REN.;300,910;300,910
10.03.2021 00:00;IA DALP EMPRESA - SA;TX - INST. REN.;393,440;
10.03.2021 00:00;NDRE PE EMPRESA - SA;TX - INST. REN.;1.291,550;
27.04.2021 00:00;NDRE PE EMPRESA - SA;PARCTO;226,410;226,410
27.05.2021 00:00;NDRE PE EMPRESA - SA;PARCTO;226,430;
27.06.2021 00:00;NDRE PE EMPRESA - SA;PARCTO;226,410;
27.07.2021 00:00;NDRE PE EMPRESA - SA;PARCTO;226,410;
27.08.2021 00:00;NDRE PE EMPRESA - SA;PARCTO;226,410;226,410
27.08.2021 00:00;NDRE PE EMPRESA - SA;PARCTO;226,410;226,410
27.09.2021 00:00;NDRE PE EMPRESA - SA;PARCTO;226,410;
27.10.2021 00:00;NDRE PE EMPRESA - SA;PARCTO;226,410;
27.11.2021 00:00;NDRE PE EMPRESA - SA;PARCTO;226,410;
27.12.2021 00:00;NDRE PE EMPRESA - SA;PARCTO;226,410;
10.03.2021 00:00;UZIMAR  EMPRESA - SA;TX. LOCALIZ.;364,300;
10.03.2021 00:00;EUSA MA EMPRESA - SA;TX - INST. REN.;0,150;
10.03.2021 00:00;OSANGEL EMPRESA - SA;TX - INST. REN.;260,900;
10.03.2021 00:00;DRIELE  EMPRESA - SA;TX - INST. REN.;77,950;77,950
18.06.2021 00:00;DRIELE  EMPRESA - SA;PARCTO;387,250;387,250
10.03.2021 00:00;ASEAL R EMPRESA - SA;TX - INST. REN.;747,360;
10.03.2021 00:00;UMA SER EMPRESA - SA;TX - INST. REN.;699,090;
10.03.2021 00:00;OAO BAT EMPRESA - SA;TX - INST. REN.;472,520;
10.03.2021 00:00;ORIVALD EMPRESA - SA;TX - INST. REN.;0,120;
10.03.2021 00:00;.S INDU EMPRESA - SA;TX - INST. REN.;489,180;
10.03.2021 00:00;TILIO M EMPRESA - SA;TX - INST. REN.;326,120;326,120
12.04.2021 00:00;TILIO M EMPRESA - SA;TAXA ALVARÁ SANITÁRI;201,900;201,900
10.03.2021 00:00;OSHIMUR EMPRESA - SA;TX - INST. REN.;478,310;
10.03.2021 00:00;ESLEY C EMPRESA - SA;TX - INST. REN.;489,180;
10.03.2021 00:00;M IMOVE EMPRESA - SA;TX - INST. REN.;308,930;308,930
10.03.2021 00:00;ALDIR S EMPRESA - SA;TX - INST. REN.;213,480;
10.03.2021 00:00;TONIEL  EMPRESA - SA;TX - INST. REN.;99,140;
10.03.2021 00:00;RBIETA  EMPRESA - SA;TX - INST. REN.;310,570;
10.03.2021 00:00;UNES E  EMPRESA - SA;TX - INST. REN.;295,080;
10.03.2021 00:00;UIZ CAR EMPRESA - SA;TX - INST. REN.;89,920;
10.03.2021 00:00;RISMAQ  EMPRESA - SA;TX - INST. REN.;326,120;
10.03.2021 00:00;ERNANDA EMPRESA - SA;TX - INST. REN.;918,040;918,040
10.06.2021 00:00;ERNANDA EMPRESA - SA;PARCTO;2.005,790;2.005,790
10.07.2021 00:00;ERNANDA EMPRESA - SA;PARCTO;2.005,740;2.005,740
10.08.2021 00:00;ERNANDA EMPRESA - SA;PARCTO;2.005,800;2.005,800
10.09.2021 00:00;ERNANDA EMPRESA - SA;PARCTO;2.005,800;
10.10.2021 00:00;ERNANDA EMPRESA - SA;PARCTO;2.005,800;
10.11.2021 00:00;ERNANDA EMPRESA - SA;PARCTO;2.005,800;
10.12.2021 00:00;ERNANDA EMPRESA - SA;PARCTO;2.005,800;
20.05.2021 00:00;DALGIZA EMPRESA - SA;ISS - NF AVULSA;41,250;41,250
10.03.2021 00:00;OVENIR  EMPRESA - SA;TX - INST. REN.;0,070;
10.03.2021 00:00;ABECEIR EMPRESA - SA;TX - INST. REN.;655,740;655,740
20.06.2021 00:00;ABECEIR EMPRESA - SA;ISS - RETIDO;89,560;89,560
20.07.2021 00:00;ABECEIR EMPRESA - SA;ISS - RETIDO;264,530;264,530
20.08.2021 00:00;ABECEIR EMPRESA - SA;ISS - RETIDO;513,670;513,670
20.09.2021 00:00;ABECEIR EMPRESA - SA;ISS - RETIDO;258,000;
10.03.2021 00:00;UCIANA  EMPRESA - SA;TX - INST. REN.;0,170;
10.03.2021 00:00;URANDIR EMPRESA - SA;TX - INST. REN.;0,110;
10.03.2021 00:00;ARCIA R EMPRESA - SA;TX - INST. REN.;349,510;
10.03.2021 00:00;ELIA AP EMPRESA - SA;TX - INST. REN.;0,120;
10.03.2021 00:00;RIGG FL EMPRESA - SA;TX - INST. REN.;516,400;516,400
20.06.2021 00:00;RIGG FL EMPRESA - SA;ISS - RETIDO;783,480;783,480
20.07.2021 00:00;RIGG FL EMPRESA - SA;ISS - RETIDO;6.290,730;6.290,730
20.08.2021 00:00;RIGG FL EMPRESA - SA;ISS - RETIDO;11.247,870;11.247,870
20.09.2021 00:00;RIGG FL EMPRESA - SA;ISS - RETIDO;21.514,710;
10.03.2021 00:00;INO TRA EMPRESA - SA;TX - INST. REN.;540,260;
10.03.2021 00:00;AFER TR EMPRESA - SA;TX - INST. REN.;429,840;
10.03.2021 00:00;ILSON R EMPRESA - SA;TX - INST. REN.;267,830;267,830
10.03.2021 00:00;OAQUIM  EMPRESA - SA;TX - INST. REN.;1.399,280;
10.03.2021 00:00;D INDUS EMPRESA - SA;TX - INST. REN.;2.011,080;2.011,080
10.03.2021 00:00;STRU MA EMPRESA - SA;TX - INST. REN.;137,810;
10.03.2021 00:00;ERGIO M EMPRESA - SA;TX - INST. REN.;350,500;
10.03.2021 00:00;UEROBIM EMPRESA - SA;TX - INST. REN.;88,520;88,520
11.06.2021 00:00;UEROBIM EMPRESA - SA;TAXA ALVARÁ SANITÁRI;297,350;297,350
10.03.2021 00:00;ODRIGO  EMPRESA - SA;TX - INST. REN.;403,940;
10.03.2021 00:00;ARLOS R EMPRESA - SA;TX - INST. REN.;489,180;
10.03.2021 00:00;ILO DE  EMPRESA - SA;TX - INST. REN.;428,900;
10.03.2021 00:00;ODRIGO  EMPRESA - SA;TX - INST. REN.;344,480;
10.03.2021 00:00;. A. BO EMPRESA - SA;TX - INST. REN.;291,260;291,260
20.05.2021 00:00;LL AMER EMPRESA - SA;ISS - RETIDO;1.612,160;1.612,160
20.06.2021 00:00;LL AMER EMPRESA - SA;ISS - RETIDO;681,650;681,650
20.08.2021 00:00;LL AMER EMPRESA - SA;ISS - RETIDO;178,500;178,500
10.03.2021 00:00;EATRIZ  EMPRESA - SA;TX - INST. REN.;950,080;
10.03.2021 00:00;IOBE FL EMPRESA - SA;TX - INST. REN.;737,710;737,710
20.06.2021 00:00;IOBE FL EMPRESA - SA;ISS - RETIDO;396,540;396,540
20.07.2021 00:00;IOBE FL EMPRESA - SA;ISS - RETIDO;1.171,330;1.171,330
20.08.2021 00:00;IOBE FL EMPRESA - SA;ISS - RETIDO;1.836,620;1.836,620
20.09.2021 00:00;IOBE FL EMPRESA - SA;ISS - RETIDO;1.142,480;
10.03.2021 00:00;OSE DIA EMPRESA - SA;TX - INST. REN.;474,620;
10.03.2021 00:00;ANILSON EMPRESA - SA;TX - INST. REN.;848,270;
10.03.2021 00:00;RANCISC EMPRESA - SA;TX - INST. REN.;25,620;
10.03.2021 00:00;ASEAL A EMPRESA - SA;TX - INST. REN.;393,440;
20.05.2021 00:00;ASEAL A EMPRESA - SA;ISS - RETIDO;650,000;650,000
10.03.2021 00:00;VANDRO  EMPRESA - SA;TX - INST. REN.;248,450;248,450
22.05.2021 00:00;VANDRO  EMPRESA - SA;TAXA ALVARÁ SANITÁRI;132,150;132,150
29.04.2021 00:00;ONTRIBU EMPRESA - SA;PARCTO;5.283,600;
21.07.2021 00:00;ONTRIBU EMPRESA - SA;TX - LIC. SAN.;0,500;0,500
28.07.2021 00:00;ONTRIBU EMPRESA - SA;IPTU;0,500;0,500
30.08.2021 00:00;ONTRIBU EMPRESA - SA;ISS PROPRIO;0,500;0,500
07.09.2021 00:00;ONTRIBU EMPRESA - SA;ALVARÁ - AUTORIZAÇÃO;0,500;0,500
21.08.2021 00:00;ONTRIBU EMPRESA - SA;TX LIXO;0,500;0,500
10.03.2021 00:00;IVALDO  EMPRESA - SA;TX - INST. REN.;0,070;
10.03.2021 00:00;IAS & S EMPRESA - SA;TX - INST. REN.;472,130;472,130
11.07.2021 00:00;IAS & S EMPRESA - SA;TAXA ALVARÁ SANITÁRI;291,740;291,740
10.03.2021 00:00;ARBOZA  EMPRESA - SA;TX - INST. REN.;1.200,120;
10.03.2021 00:00;RLEN MA EMPRESA - SA;TX - INST. REN.;248,450;
10.03.2021 00:00;ICARDO  EMPRESA - SA;TX - INST. REN.;540,260;540,260
10.03.2021 00:00;UCIMAR  EMPRESA - SA;TX - INST. REN.;162,300;
10.03.2021 00:00;ESUINA  EMPRESA - SA;TX - INST. REN.;114,250;
10.03.2021 00:00;ILVERIO EMPRESA - SA;TX - INST. REN.;1.514,540;
10.03.2021 00:00;ARIA CO EMPRESA - SA;TX - INST. REN.;230,560;
10.03.2021 00:00;ERALDA  EMPRESA - SA;TX - INST. REN.;265,770;
10.03.2021 00:00;ANIEL A EMPRESA - SA;TX - INST. REN.;463,390;
10.03.2021 00:00; R NETO EMPRESA - SA;TX - INST. REN.;540,260;
10.03.2021 00:00;ARCO AN EMPRESA - SA;TX - INST. REN.;506,840;
10.03.2021 00:00;OG BRAS EMPRESA - SA;TX - INST. REN.;1.292,590;
10.03.2021 00:00;ELVALHE EMPRESA - SA;TX - INST. REN.;407,650;
10.03.2021 00:00;.D. DE  EMPRESA - SA;TX - INST. REN.;489,110;489,110
10.03.2021 00:00;ARINES  EMPRESA - SA;TX - INST. REN.;311,930;
10.03.2021 00:00;AIRA AL EMPRESA - SA;TX - INST. REN.;213,480;213,480
05.06.2021 00:00;AIRA AL EMPRESA - SA;TAXA ALVARÁ SANITÁRI;201,900;201,900
10.03.2021 00:00; R M  R EMPRESA - SA;TX. LOCALIZ.;821,500;
10.03.2021 00:00;AFAEL B EMPRESA - SA;TX - INST. REN.;751,450;
10.03.2021 00:00;COAMBIE EMPRESA - SA;TX - INST. REN.;516,400;
10.03.2021 00:00;SSOCIAC EMPRESA - SA;TX - INST. REN.;2.686,570;
20.07.2021 00:00;ADALENA EMPRESA - SA;ISS - NF AVULSA;650,000;650,000
20.09.2021 00:00;ADALENA EMPRESA - SA;ISS - NF AVULSA;10,000;10,000
10.03.2021 00:00;ERGINHO EMPRESA - SA;TX - INST. REN.;275,410;275,410
23.03.2021 00:00;ERGINHO EMPRESA - SA;TAXA ALVARÁ SANITÁRI;131,780;131,780
10.03.2021 00:00;UCALIPT EMPRESA - SA;TX - INST. REN.;505,330;
10.03.2021 00:00;LEONICE EMPRESA - SA;TX - INST. REN.;128,090;128,090
25.04.2021 00:00;LEONICE EMPRESA - SA;TAXA ALVARÁ SANITÁRI;80,760;80,760
10.03.2021 00:00;ILSON L EMPRESA - SA;TX - INST. REN.;364,300;364,300
01.03.2021 00:00;ILSON L EMPRESA - SA;TAXA ALVARÁ SANITÁRI;198,230;198,230
10.03.2021 00:00;OSE CAR EMPRESA - SA;TX - INST. REN.;372,680;
10.03.2021 00:00; V MADE EMPRESA - SA;TX - INST. REN.;380,690;380,690
10.03.2021 00:00; V MADE EMPRESA - SA;TX - INST. REN.;380,690;380,690
20.02.2021 00:00;OAO LUI EMPRESA - SA;ISS - NF AVULSA;17.500,000;17.500,000
10.03.2021 00:00;ENTRAL  EMPRESA - SA;TX - INST. REN.;745,360;745,360
10.03.2021 00:00;ALDECI  EMPRESA - SA;TX - INST. REN.;524,590;524,590
10.03.2021 00:00;ARDEGAN EMPRESA - SA;TX - INST. REN.;655,740;655,740
16.04.2021 00:00;ARDEGAN EMPRESA - SA;TAXA ALVARÁ SANITÁRI;132,150;
07.05.2021 00:00;ARDEGAN EMPRESA - SA;TAXA ALVARÁ SANITÁRI;132,190;132,190
10.03.2021 00:00;AURICIO EMPRESA - SA;TX - INST. REN.;2.003,300;
10.03.2021 00:00;RISTIAN EMPRESA - SA;TX - INST. REN.;126,680;
10.03.2021 00:00;TAIDE F EMPRESA - SA;TX - INST. REN.;155,280;155,280
20.07.2021 00:00;OSE LEV EMPRESA - SA;ISS - NF AVULSA;96,330;96,330
